% Model:              Numerators_sphereDipole.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 17 2025, 12:59
% Dimension:          1
% Nodes:              1001
% Expressions:        20
% Description:        Radiation pattern
% theta                   (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.06283185307179587       1.7622994580888935E-15   0.06283185307179587      1.79707638349671E-15     0.06283185307179587      1.83230246058912E-15     0.06283185307179587      1.8624224421194625E-15   0.06283185307179587      1.8947260009008088E-15   0.06283185307179587      1.93190144001242E-15     0.06283185307179587      1.9705457960438385E-15   0.06283185307179587      2.0045340324005273E-15   0.06283185307179587      2.047556804975806E-15    0.06283185307179587      2.086570154695222E-15    0.06283185307179587
0.06911503837897544       1.4254564252187404E-15   0.06911503837897544      1.4549755220875686E-15   0.06911503837897544      1.484704611626346E-15    0.06911503837897544      1.5101879434058602E-15   0.06911503837897544      1.5376545615692031E-15   0.06911503837897544      1.5693526433098175E-15   0.06911503837897544      1.6022681108454323E-15   0.06911503837897544      1.6314689606367913E-15   0.06911503837897544      1.668206641170546E-15    0.06911503837897544      1.7020031341322347E-15   0.06911503837897544
0.07539822368615504       6.158458256550494E-15    0.07539822368615504      6.276486166226257E-15    0.07539822368615504      6.396051915206366E-15    0.07539822368615504      6.497430538309123E-15    0.07539822368615504      6.607120853543109E-15    0.07539822368615504      6.734764735370897E-15    0.07539822368615504      6.8678437007453546E-15   0.07539822368615504      6.984984651896266E-15    0.07539822368615504      7.134541141286626E-15    0.07539822368615504      7.271171298869369E-15    0.07539822368615504
0.08168140899333463       2.703711257959471E-15    0.08168140899333463      2.750832393996947E-15    0.08168140899333463      2.7986731396596546E-15   0.08168140899333463      2.8385476670168207E-15   0.08168140899333463      2.8820621834249707E-15   0.08168140899333463      2.933313723654716E-15    0.08168140899333463      2.9870143571959813E-15   0.08168140899333463      3.03391245983773E-15     0.08168140899333463      3.095032576162647E-15    0.08168140899333463      3.150513839661125E-15    0.08168140899333463
0.0879645943005142        3.066862926302552E-16    0.0879645943005142       3.163902519523728E-16    0.0879645943005142       3.261683189263168E-16    0.0879645943005142       3.351385261749375E-16    0.0879645943005142       3.4456751154984544E-16   0.0879645943005142       3.5496537673766506E-16   0.0879645943005142       3.657086496185417E-16    0.0879645943005142       3.7556753883415707E-16   0.0879645943005142       3.871616325004471E-16    0.0879645943005142       3.980325192488284E-16    0.0879645943005142
0.09424777960769379       4.366730596327867E-15    0.09424777960769379      4.460377342780169E-15    0.09424777960769379      4.555311327840006E-15    0.09424777960769379      4.637561967194664E-15    0.09424777960769379      4.725496697081514E-15    0.09424777960769379      4.826190144757398E-15    0.09424777960769379      4.930748977383049E-15    0.09424777960769379      5.023505648268942E-15    0.09424777960769379      5.139157976137868E-15    0.09424777960769379      5.245207485504661E-15    0.09424777960769379
0.10053096491487339       3.442687636562725E-15    0.10053096491487339      3.5121997108505023E-15   0.10053096491487339      3.582786348798208E-15    0.10053096491487339      3.643346108870557E-15    0.10053096491487339      3.708187414820031E-15    0.10053096491487339      3.782768215806545E-15    0.10053096491487339      3.860309016557161E-15    0.10053096491487339      3.92864408435773E-15     0.10053096491487339      4.014715174814378E-15    0.10053096491487339      4.0931287868647336E-15   0.10053096491487339
0.10681415022205297       9.333740925513926E-17    0.10681415022205297      9.62886002227129E-17     0.10681415022205297      9.909962419012784E-17    0.10681415022205297      1.0161096428867726E-16   0.10681415022205297      1.0418161395545902E-16   0.10681415022205297      1.0685294959350422E-16   0.10681415022205297      1.0951248624937239E-16   0.10681415022205297      1.1189176747479324E-16   0.10681415022205297      1.1460671388408804E-16   0.10681415022205297      1.1700786024647855E-16   0.10681415022205297
0.11309733552923255       2.6871294455512004E-15   0.11309733552923255      2.738765068887854E-15    0.11309733552923255      2.7907650806620904E-15   0.11309733552923255      2.8347877348265998E-15   0.11309733552923255      2.8825767321686482E-15   0.11309733552923255      2.9382666514455913E-15   0.11309733552923255      2.996359434021864E-15    0.11309733552923255      3.047421595535355E-15    0.11309733552923255      3.1128458023518287E-15   0.11309733552923255      3.1726142874784973E-15   0.11309733552923255
0.11938052083641214       3.61738784488787E-15     0.11938052083641214      3.680390620654773E-15    0.11938052083641214      3.744157541692057E-15    0.11938052083641214      3.797291260506456E-15    0.11938052083641214      3.85536966605522E-15     0.11938052083641214      3.923921179552043E-15    0.11938052083641214      3.995823636766516E-15    0.11938052083641214      4.058461682403527E-15    0.11938052083641214      4.140364580425018E-15    0.11938052083641214      4.2146679980819635E-15   0.11938052083641214
